ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9100SHPDSB,,,,Shepherds Bush Rail Station,,,,,,-,,,,,,,E0034390,Shepherds Bush,London,,,,,,0,UKOS,523799,179989,-0.21765403836,51.50528471056,RLY,,,,,,110,2008-07-31T15:58:00,2008-07-31T15:59:00,1,revise,active
9100SHPE,,,,Stanhope Rail Station,,,,,,-,,,,,,,E0046032,Stanhope,,,,,,,0,UKOS,399888,538705,-2.00326128502,54.74331041754,RLY,,,,,,110,2010-06-04T14:39:00,2011-01-24T11:21:00,2,revise,active
9100SHPLAKE,,,,Shiplake Rail Station,,,,,,-,,,,,,,E0050388,Shiplake,,,,,,,1,UKOS,477640,179762,-0.88260210924,51.51146226493,RLY,,,,,,110,2006-09-08T14:30:00,2010-11-08T15:13:00,2,revise,active
9100SHPRTH,,,,Shepreth Rail Station,,,,,,-,,,,,,,E0044120,Shepreth,,,,,,,1,UKOS,539190,248150,0.03131926594,52.11416176375,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHPY,,,,Shipley Rail Station,,,,,,-,,,,,,,E0033556,Shipley,,,,,,,1,UKOS,415005,437445,-1.77348970942,53.83305151438,RLY,,,,,,110,2006-09-08T14:30:00,2010-07-23T14:09:00,2,revise,active
9100SHRBROK,,,,Shirebrook Rail Station,,,,,,-,,,,,,,E0044989,Shirebrook,,,,,,,1,UKOS,453370,367760,-1.20244052935,53.20424274599,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHRDHST,,,,Shoreditch High Street Rail Station,,,,,,-,,,,,,,E0034364,Shoreditch,London,,,,,,0,UKOS,533629,182251,-0.07524610125,51.52337524885,RLY,,,,,,110,2010-02-01T15:59:00,2010-02-01T16:10:00,1,revise,active
9100SHRGHAM,,,,Sheringham Rail Station,,,,,,-,,,,,,,E0048708,Sheringham,,,,,,,1,UKOS,615810,343050,1.21032031522,52.94142721241,RLY,,,,,,110,2006-09-08T14:30:00,2008-09-25T15:46:00,2,revise,active
9100SHRHMBS,,,,Shoreham-by-Sea (Sussex) Rail Station,,,,,,-,,,,,,,E0026317,Shoreham-by-Sea,,,,,,,1,UKOS,521800,105300,-0.27172042417,50.83442737029,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHRKSKS,,,,Shireoaks Rail Station,,,,,,-,,,,,,,E0050068,Shireoaks,,,,,,,1,UKOS,455515,381195,-1.16799090157,53.32477489393,RLY,,,,,,110,2006-09-08T14:30:00,2011-01-24T11:21:00,2,revise,active
9100SHRMKT,,,,Shoreham (Kent) Rail Station,,,,,,-,,,,,,,E0047256,Shoreham,,,,,,,1,UKOS,552587,161510,0.18888974054,51.33221861253,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHRNSOS,,,,Sheerness-on-Sea Rail Station,,,,,,-,,,,,,,E0015366,Sheerness,,,,,,,1,UKOS,591810,174950,0.75853318132,51.44106105778,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHRTLND,,,,Shortlands Rail Station,,,,,,-,,,,,,,E0034142,Shortlands,Bromley,,,,,,1,UKOS,539330,169320,0.00178410685,51.4058007425,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:22:00,2,revise,active
9100SHRWBY,,,,Shrewsbury Rail Station,,,,,,-,,,,,,,E0021804,Shrewsbury,,,,,,,1,UKOS,349445,312960,-2.74976116738,52.71192844169,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-16T14:07:00,3,revise,active
9100SHTLSTN,,,,Shettleston Rail Station,,,,,,-,,,,,,,ES003301,Shettleston,Glasgow,,,,,,1,UKOS,264880,664370,-4.16004362664,55.85353681053,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHTT,,,,Shotts Rail Station,,,,,,-,,,,,,,ES003307,Shotts,,,,,,,1,UKOS,287420,659840,-3.79831915182,55.81864747349,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHVN,,,,Stonehaven Rail Station,,,,,,-,,,,,,,ES003493,Stonehaven,,,,,,,1,UKOS,386400,786200,-2.22529705069,56.96682338528,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SHWFAIR,,,,Shawfair Rail Station,,,,,,-,,,,,,,ES002825,Newton Village,,,Edinburgh,,,,0,UKOS,331959,669960,-3.09022368414,55.91789664757,RLY,,,,,,110,2015-03-26T10:05:00,2018-05-18T09:32:54,4,revise,active
9100SHWLNDS,,,,Shawlands Rail Station,,,,,,-,,,,,,,ES003296,Shawlands,Glasgow,,,,,,1,UKOS,256510,661930,-4.29234308935,55.82921260303,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SIDCUP,,,,Sidcup Rail Station,,,,,,-,,,,,,,E0034030,Sidcup,London,,,,,,1,UKOS,546335,172640,0.10379465578,51.43387014582,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:22:00,2,revise,active
9100SILCRFT,,,,Silecroft Rail Station,,,,,,-,,,,,,,E0005700,Silecroft,,,,,,,1,UKOS,313100,481960,-3.33444147982,54.22595717811,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-07T14:36:00,2,revise,active
9100SILEBY,,,,Sileby Rail Station,,,,,,-,,,,,,,E0047629,Sileby,,,,,,,1,UKOS,460197,315255,-1.10998863756,52.73159406795,RLY,,,,,,110,2006-09-08T14:30:00,2009-01-19T11:32:00,2,revise,active
9100SINGER,,,,Singer Rail Station,,,,,,-,,,,,,,ES000746,Clydebank,,,,,,,1,UKOS,249728,670900,-4.40548605311,55.90767164718,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SIVRST,,,,Silver Street Rail Station,,,,,,-,,,,,,,E0034293,Edmonton,London,,,,,,1,UKOS,533916,192420,-0.06723991626,51.61468848802,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-10T19:50:00,2,revise,active
9100SKEGNES,,,,Skegness Rail Station,,,,,,-,,,,,,,E0057556,Skegness,,,,,,,1,UKOS,556230,363215,0.33434722275,53.14317934771,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T14:52:00,2,revise,active
9100SKENTON,,,,South Kenton Rail Station,,,,,,-,,,,,,,N0077718,South Kenton,Preston,,,,,,1,UKOS,517330,187060,-0.30846236931,51.57021397238,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SKEWEN,,,,Skewen Rail Station,,,,,,-,,,,,,,E0039726,Skewen,,,,,,,1,UKOS,272380,197460,-3.84650869754,51.66138987911,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SKPT,,,,Skipton Rail Station,,,,,,-,,,,,,,E0056332,Skipton,,,,,,,1,UKOS,398400,451400,-2.02587206385,53.95868683184,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SKSCMN,,,,Silkstone Common Rail Station,,,,,,-,,,,,,,E0030527,Silkstone Common,,,,,,,1,UKOS,429030,404340,-1.56347853949,53.534917177,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLADEGN,,,,Slade Green Rail Station,,,,,,-,,,,,,,E0034031,Slade Green,London,,,,,,1,UKOS,552248,176588,0.19049143204,51.46778615322,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLATEFD,,,,Slateford Rail Station,,,,,,-,,,,,,,N0078277,Slateford,Edinburgh,,,,,,1,UKOS,322400,671100,-3.24345652961,55.9266882388,RLY,,,,,,110,2006-09-08T14:30:00,2008-02-07T11:22:00,2,revise,active
9100SLCT,,,,Saltcoats Rail Station,,,,,,-,,,,,,,ES003231,Saltcoats,,,,,,,1,UKOS,224830,641330,-4.78429036459,55.63388224016,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLEFD,,,,Sleaford Rail Station,,,,,,-,,,,,,,E0056238,Sleaford,,,,,,,1,UKOS,506790,345420,-0.41034691104,52.99547308036,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLEGHTS,,,,Sleights Rail Station,,,,,,-,,,,,,,E0056364,Sleights,,,,,,,1,UKOS,486800,508120,-0.66248076241,54.46105276976,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLEHOPE,,,,Stanford-le-Hope Rail Station,,,,,,-,,,,,,,E0042676,Stanford le Hope,,,,,,,1,UKOS,568227,182276,0.42303584636,51.51436360562,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLFDCT,,,,Salford Crescent Rail Station,,,,,,-,,,,,,,N0076110,Salford,,,,,,,1,UKOS,381800,398910,-2.27574930092,53.48658728469,RLY,,,,,,110,2006-09-08T14:30:00,2014-01-28T12:26:00,2,revise,active
9100SLFDORD,,,,Salford Central Rail Station,,,,,,-,,,,,,,N0076110,Salford,,,,,,,1,UKOS,383186,398515,-2.25484069149,53.4830832998,RLY,,,,,,110,2006-09-08T14:30:00,2014-01-28T12:25:00,3,revise,active
9100SLOUGH,,,,Slough Rail Station,,,,,,-,,,,,,,E0057240,Slough,,,,,,,1,UKOS,497839,180157,-0.59151035755,51.51188041072,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLSBRY,,,,Salisbury Rail Station,,,,,,-,,,,,,,E0056881,Salisbury,,,,,,,1,UKOS,413662,130153,-1.80638673642,51.07054839622,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100SLTHWTE,,,,Slaithwaite Rail Station,,,,,,-,,,,,,,E0033571,Slaithwaite,Huddersfield,,,,,,1,UKOS,407930,414150,-1.88157868142,53.62382967082,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SLTMRSH,,,,Saltmarshe Rail Station,,,,,,-,,,,,,,E0037135,Saltmarshe,,,,,,,1,UKOS,478655,425715,-0.80948561866,53.72192445458,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T15:11:00,2,revise,active
9100SLVRTWN,,,,Silvertown & City Airport Rail Station,,,,,,-,,,,,,,N0060463,Silvertown,London,,,,,,1,UKOS,542100,180100,0.04590856441,51.5019811406,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,2,delete,inactive
9100SMALBRK,,,,Smallbrook Junction Rail Station,,,,,,-,,,,,,,N0065253,Westridge,Ryde,,,,,,1,UKOS,459815,90504,-1.15419823937,50.71110247944,RLY,,,,,,110,2006-09-08T14:30:00,2010-01-06T14:16:00,3,revise,active
9100SMARGRT,,,,St Margarets (Herts) Rail Station,,,,,,-,,,,,,,E0047001,St Margarets,,,,,,,1,UKOS,538131,211803,0.00126921709,51.78784053112,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SMBG,,,,Smithy Bridge Rail Station,,,,,,-,,,,,,,E0029343,Smithy Bridge,Rochdale,,,,,,1,UKOS,392592,415198,-2.11350247329,53.63325357668,RLY,,,,,,110,2006-09-08T14:30:00,2009-04-14T10:55:00,2,revise,active
9100SMERTON,,,,South Merton Rail Station,,,,,,-,,,,,,,N0061138,Merton Park,London,,,,,,1,UKOS,524945,168635,-0.20515739927,51.40299311016,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:23:00,3,revise,active
9100SMILFD,,,,South Milford Rail Station,,,,,,-,,,,,,,E0049578,South Milford,,,,,,,1,UKOS,449482,432038,-1.25052921973,53.78232652758,RLY,,,,,,110,2006-09-08T14:30:00,2007-10-08T13:00:00,2,revise,active
9100SMINSTR,,,,Southminster Rail Station,,,,,,-,,,,,,,E0046323,Southminster,,,,,,,1,UKOS,596190,199566,0.83519265623,51.66062431914,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SMITHAM,,,,Smitham (Coulsdon Town) Rail Station,,,,,,-,,,,,,,N0075224,Coulsdon,London,,,,,,1,UKOS,530090,159755,-0.13447885824,51.32203388443,RLY,,,,,,110,2006-09-08T14:30:00,2011-06-14T14:03:00,5,delete,inactive
9100SMLHTH,,,,Small Heath Rail Station,,,,,,-,,,,,,,E0031963,Small Heath,Birmingham,,,,,,1,UKOS,409650,285100,-1.85939268957,52.4637616379,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SMRLYTN,,,,Somerleyton Rail Station,,,,,,-,,,,,,,E0025263,Somerleyton,,,,,,,1,UKOS,647930,296530,1.65226028383,52.5102307381,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SMTHKRS,,,,Smethwick Rolfe Street Rail Station,,,,,,-,,,,,,,E0057928,Smethwick,,,,,,,1,UKOS,402090,288720,-1.97064443919,52.49638495514,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SNAITH,,,,Snaith Rail Station,,,,,,-,,,,,,,E0037149,Snaith,,,,,,,1,UKOS,464250,422290,-1.02845972511,53.69311404972,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SNDHRST,,,,Sandhurst Rail Station,,,,,,-,,,,,,,E0052956,Sandhurst,,,,,,,1,UKOS,483352,161550,-0.80459048715,51.34693090447,RLY,,,,,,110,2006-09-08T14:30:00,2011-01-24T11:22:00,2,revise,active
9100SNDOWN,,,,Sandown Rail Station,,,,,,-,,,,,,,E0053417,Sandown,,,,,,,1,UKOS,459305,84467,-1.16238729309,50.65687135545,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SNDP,,,,Sundridge Park Rail Station,,,,,,-,,,,,,,E0034136,Plaistow,Bromley,,,,,,1,UKOS,540673,170245,0.02144640977,51.41378157281,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-27T17:28:00,2,revise,active
9100SNDRLND,,,,Sunderland Rail Station,,,,,,-,,,,,,,E0057917,Sunderland,,,,,,,1,UKOS,439705,556910,-1.38230426318,54.90533967615,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-05T16:53:00,2,revise,active
9100SNDRMNK,,,,St Peters Rail Station,,,,,,-,,,,,,,N0077869,St Peters,Sunderland,,,,,,1,UKOS,439603,557588,-1.38380190882,54.91144009976,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,2,revise,active
9100SNDWDUD,,,,Sandwell & Dudley Rail Station,,,,,,-,,,,,,,E0031844,Oldbury,,,,,,,1,UKOS,399310,290085,-2.01159594973,52.50865918165,RLY,,,,,,110,2006-09-08T14:30:00,2010-04-01T15:55:00,2,revise,active
9100SNDY,,,,Sandy Rail Station,,,,,,-,,,,,,,E0043911,Sandy,,,,,,,1,UKOS,517765,248773,-0.28119037129,52.12473374735,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SNGT,,,,Stonegate Rail Station,,,,,,-,,,,,,,E0010680,Stonegate,,,,,,,1,UKOS,565892,127169,0.36386821978,51.01996771555,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SNODLND,,,,Snodland Rail Station,,,,,,-,,,,,,,E0047355,Snodland,,,,,,,1,UKOS,570660,161860,0.44824133528,51.33023071305,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SNWDNAN,,,,Snowdown Rail Station,,,,,,-,,,,,,,E0014816,Snowdown,,,,,,,1,UKOS,624537,151141,1.21370524211,51.2153001657,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SOAV,,,,Stratford-upon-Avon Rail Station,,,,,,-,,,,,,,E0051992,Stratford-upon-Avon,,,,,,,1,UKOS,419490,255150,-1.71628843305,52.19424832421,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SOAVPWY,,,,Stratford-upon-Avon Parkway Rail Station,,,,,,-,,,,,,,E0051992,Stratford-upon-Avon,,,,,,,0,UKOS,418490,256540,-1.73084236463,52.20677905557,RLY,,,,,,110,2013-03-15T14:09:00,2013-05-16T14:13:00,2,revise,active
9100SOLEST,,,,Sole Street Rail Station,,,,,,-,,,,,,,E0014901,Sole Street,,,,,,,1,UKOS,565583,167583,0.37809701189,51.38314555885,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SOLIHUL,,,,Solihull Rail Station,,,,,,-,,,,,,,E0057935,Solihull,,,,,,,1,UKOS,414490,279620,-1.78839054222,52.41439070084,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SOTNTQ,,,,Southampton Town Quay,,,,,,-,,,,,,,E0057247,Southampton,,,,,,,1,UKOS,441884,110798,-1.40583030391,50.8951524436,RLY,,,,,,110,2006-09-08T14:30:00,2015-06-09T11:27:00,3,revise,inactive
9100SOTON,,,,Southampton Central Rail Station,,,,,,-,,,,,,,E0057247,Southampton,,,,,,,1,UKOS,441327,112161,-1.41359587161,50.9074484476,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100SOTPKWY,,,,Southampton Airport Parkway Rail Station,,,,,,-,,,,,,,E0013465,North Stoneham,Eastleigh,,,,,,1,UKOS,444836,117013,-1.36309685087,50.95081542663,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,2,revise,active
9100SOUTHPT,,,,Southport Rail Station,,,,,,-,,,,,,,E0029882,Southport,,,Sefton,,Southport,,1,UKOS,333832,417135,-3.00243474538,53.64651914099,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPALDNG,,,,Spalding Rail Station,,,,,,-,,,,,,,E0057562,Spalding,,,,,,,1,UKOS,524390,322840,-0.15688407005,52.78880646873,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPDN,,,,Spondon Rail Station,,,,,,-,,,,,,,E0036836,Spondon,,,,,,,1,UKOS,439700,335139,-1.41109389596,52.91221924062,RLY,,,,,,110,2006-09-08T14:30:00,2009-01-19T11:32:00,2,revise,active
9100SPEANBD,,,,Spean Bridge Rail Station,,,,,,-,,,,,,,ES003381,Spean Bridge,,,,,,,1,UKOS,222120,781430,-4.92160677334,56.89001359791,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPFD,,,,Springfield Rail Station,,,,,,-,,,,,,,ES003389,Springfield,,,,,,,1,UKOS,334960,711890,-3.05244809002,56.29497024224,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPHL,,,,Shippea Hill Rail Station,,,,,,-,,,,,,,E0000912,Shippea Hill,Ely,,,,,,1,UKOS,564174,284098,0.41334527012,52.43021342082,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100SPHS,,,,Staplehurst Rail Station,,,,,,-,,,,,,,E0047221,Staplehurst,,,,,,,1,UKOS,578392,144450,0.55043851131,51.17146743886,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPITAL,,,,Spital Rail Station,,,,,,-,,,,,,,E0029884,Spital,Bebington,,Wirral,,Bebington,,1,UKOS,333920,383020,-2.99390656946,53.3399370268,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPLY,,,,Shepley Rail Station,,,,,,-,,,,,,,E0033552,Shepley,Huddersfield,,,,,,1,UKOS,419630,410280,-1.70492806467,53.58874031289,RLY,,,,,,110,2006-09-08T14:30:00,2010-07-23T14:10:00,2,revise,active
9100SPONRRW,,,,Spooner Row Rail Station,,,,,,-,,,,,,,E0018371,Spooner Row,Wymondham,,,,,,1,UKOS,609430,297491,1.08647573814,52.53499701426,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPRD,,,,Spring Road Rail Station,,,,,,-,,,,,,,E0031606,Hall Green,Birmingham,,,,,,1,UKOS,411150,282840,-1.83738948242,52.4434160721,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SPRNGBN,,,,Springburn Rail Station,,,,,,-,,,,,,,ES003388,Springburn,Glasgow,,,,,,1,UKOS,260570,667670,-4.23053426289,55.88193710238,RLY,,,,,,110,2006-09-08T14:30:00,2011-07-07T14:07:00,2,revise,active
9100SPTN,,,,Shipton Rail Station,,,,,,-,,,,,,,E0050550,Shipton-under-Wychwood,,,,,,,1,UKOS,428143,218642,-1.59269329027,51.86565414774,RLY,,,,,,110,2006-11-17T09:19:00,2007-09-26T13:00:00,1,revise,active
9100SQUIRES,,,,Squires Gate Rail Station,,,,,,-,,,,,,,N0065097,Squires Gate,Blackpool,,,,,,1,UKOS,330883,431734,-3.0503016222,53.77733231037,RLY,,,,,,110,2006-09-08T14:30:00,2009-10-15T16:31:00,2,revise,active
9100SRUISLP,,,,South Ruislip Rail Station,,,,,,-,,,,,,,E0034512,South Ruislip,London,,,,,,1,UKOS,511070,185440,-0.39925906986,51.55692028041,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100SSEACLE,,,,Southsea Hoverport,,,,,,-,,,,,,,E0040739,Southsea,Portsmouth,,,,,,1,UKOS,463542,98803,-1.09998985649,50.78532836349,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STAFFRD,,,,Stafford Rail Station,,,,,,-,,,,,,,E0056658,Stafford,,,,,,,1,UKOS,391870,322933,-2.12203561722,52.80389003593,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,2,revise,active
9100STAINES,,,,Staines Rail Station,,,,,,-,,,,,,,E0025649,Staines,,,,,,,1,UKOS,504150,171446,-0.50316445308,51.43245541006,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STALBCY,,,,St Albans City Rail Station,,,,,,-,,,,,,,E0014212,St Albans,,,,,,,1,UKOS,515549,207076,-0.32753822723,51.75047315653,RLY,,,,,,110,2006-09-08T14:30:00,2014-02-05T08:48:00,2,revise,active
9100STALBNA,,,,St Albans Abbey Rail Station,,,,,,-,,,,,,,E0014212,St Albans,,,,,,,1,UKOS,514526,206414,-0.34256864401,51.74473340277,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STAMFD,,,,Stamford Rail Station,,,,,,-,,,,,,,E0056252,Stamford,,,,,,,1,UKOS,502925,306650,-0.48011515572,52.64783198975,RLY,,,,,,110,2006-09-08T14:30:00,2011-05-23T14:53:00,2,revise,active
9100STANAIR,,,,Stansted Airport Rail Station,,,,,,-,,,,,,,N0071618,Stansted Airport,,,,,,,1,UKOS,555683,223530,0.26081559435,51.88859105236,RLY,,,,,,110,2006-09-08T14:30:00,2007-12-17T15:06:00,2,revise,active
9100STANMFC,,,,Stansted Mountfitchet Rail Station,,,,,,-,,,,,,,E0046422,Stansted Mountfitchet,,,,,,,1,UKOS,551440,224830,0.19978096127,51.90143834717,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-06T14:32:00,2,revise,active
9100STARBCK,,,,Starbeck Rail Station,,,,,,-,,,,,,,E0018764,Starbeck,Harrogate,,,,,,1,UKOS,432800,456000,-1.50112962988,53.99899891709,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STAS,,,,St Annes-on-the-Sea Rail Station,,,,,,-,,,,,,,E0015845,St Annes,,,,,,,1,UKOS,332241,429010,-3.02909928872,53.75303170986,RLY,,,,,,110,2006-09-08T14:30:00,2009-10-15T16:32:00,2,revise,active
9100STAUSTL,,,,St Austell Rail Station,,,,,,-,,,,,,,E0004692,St Austell,,,,,,,1,UKOS,201611,52565,-4.78935886477,50.3395170409,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STAVELY,,,,Staveley Rail Station,,,,,,-,,,,,,,E0055520,Staveley,,,,,,,1,UKOS,346905,498090,-2.8188625288,54.37553260053,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-07T14:37:00,2,revise,active
9100STBDXFR,,,,St Budeaux Ferry Road Rail Station,,,,,,-,,,,,,,E0040647,St Budeaux,Plymouth,,,,,,1,UKOS,244685,58010,-4.18681181907,50.40139219887,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-05T15:00:00,2,revise,active
9100STBDXVR,,,,St Budeaux Victoria Road Rail Station,,,,,,-,,,,,,,E0040647,St Budeaux,Plymouth,,,,,,1,UKOS,244645,58080,-4.18740319831,50.40201068203,RLY,,,,,,110,2006-09-08T14:30:00,2010-10-05T15:00:00,2,revise,active
9100STBEES,,,,St Bees Rail Station,,,,,,-,,,,,,,E0055509,St Bees,,,,,,,1,UKOS,297035,511965,-3.59114998253,54.49253187523,RLY,,,,,,110,2006-09-08T14:30:00,2011-03-07T14:37:00,2,revise,active
9100STCKSFL,,,,Stocksfield Rail Station,,,,,,-,,,,,,,E0020239,Stocksfield,,,,,,,1,UKOS,405430,561380,-1.91675919875,54.9470484166,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STCLMBR,,,,St Columb Road Rail Station,,,,,,-,,,,,,,E0004697,St Columb Road,,,,,,,1,UKOS,191100,59560,-4.94075520595,50.39870662375,RLY,,,,,,110,2006-09-08T14:30:00,2011-09-30T10:59:00,2,revise,active
9100STCN,,,,Strathcarron Rail Station,,,,,,-,,,,,,,N0067708,Strathcarron,,,,,,,1,UKOS,194231,842124,-5.42861255451,57.42273344434,RLY,,,,,,110,2006-09-08T14:30:00,2010-02-25T14:38:00,3,revise,active
9100STCR,,,,Stone Crossing Rail Station,,,,,,-,,,,,,,E0047148,Stone,,,,,,,1,UKOS,557394,174913,0.26377125157,51.45133048365,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
9100STCRHCR,,,,Stone Crossing - Horns Cross,,,,,,-,,,,,,,E0047148,Stone,,,,,,,0,UKOS,557360,174340,0.26302773491,51.44619179381,BCQ,,,,,,110,2008-11-06T15:37:00,2009-08-21T13:15:00,2,revise,active
9100STDENYS,,,,St Denys Rail Station,,,,,,-,,,,,,,E0042026,St Denys,Southampton,,,,,,1,UKOS,443130,113815,-1.38775913197,50.9221894338,RLY,,,,,,110,2006-09-08T14:30:00,2010-05-05T16:54:00,2,revise,active
9100STECHFD,,,,Stechford Rail Station,,,,,,-,,,,,,,E0031990,Stechford,Birmingham,,,,,,1,UKOS,412930,287450,-1.81102530457,52.48482081945,RLY,,,,,,110,2006-09-08T14:30:00,2007-09-26T13:00:00,1,revise,active
